beneficiary_id,age,last_transaction_days,monthly_amount,transaction_frequency,aadhaar_verified,bank_account_reuse_count,death_record_match,location_mismatch,fraud_label
B00603,61,19,4249,4,1,1,0,0,0
B00604,65,3,3552,3,1,1,0,0,0
B00605,52,21,3015,4,1,1,0,0,0
B00606,69,15,4046,1,1,1,0,0,0
B00607,99,12,4940,4,1,1,0,0,0
B00608,65,3,3940,1,1,1,0,0,0
B00609,95,24,3949,1,1,1,0,0,0
B00610,66,6,1103,1,0,1,0,0,0
B00611,65,20,3735,3,1,1,0,0,0
B00612,69,27,2474,1,0,1,0,0,1
B00613,42,27,2011,3,1,1,0,0,0
B00614,35,22,3548,3,0,1,0,0,0
B00615,63,387,2951,3,1,1,0,0,1
B00616,69,4,1338,1,1,1,0,0,0
B00617,69,25,1572,3,1,1,0,0,0
B00618,93,28,1993,3,1,1,0,0,0
B00619,91,22,2585,4,1,1,0,0,0
B00620,70,29,1287,3,1,1,0,0,0
B00621,50,5,3324,4,0,1,0,0,0
B00622,89,1,1917,3,1,1,0,0,0
B00623,51,18,1405,2,1,1,0,0,0
B00624,59,1,1433,4,1,1,0,0,0
B00625,79,3,4293,2,1,1,0,0,0
B00626,81,379,1804,1,1,1,0,0,1
B00627,30,8,4221,4,0,1,0,0,0
B00628,99,16,1627,3,1,1,0,0,0
B00629,74,27,1951,4,1,1,0,0,0
B00630,62,5,1178,4,1,1,0,0,0
B00631,87,21,2230,3,0,1,0,0,0
B00632,31,277,1944,1,1,1,0,0,1
B00633,31,27,3617,2,1,1,0,0,0
B00634,59,20,1782,1,1,1,0,0,0
B00635,87,23,1235,4,1,1,0,0,0
B00636,49,17,1038,4,1,1,0,0,0
B00637,83,6,4294,2,1,1,0,0,0
B00638,21,11,1030,3,1,1,0,0,0
B00639,45,14,2289,7,1,1,0,0,1
B00640,80,10,4318,3,1,3,0,0,1
B00641,55,12,1529,3,1,1,0,0,0
B00642,46,9,4596,1,0,1,0,0,1
B00643,75,12,3248,3,1,1,0,0,0
B00644,42,16,1047,2,1,1,0,0,0
B00645,67,17,2932,1,1,1,0,0,0
B00646,73,4,2630,2,1,1,0,0,0
B00647,65,24,4262,2,1,1,0,0,0
B00648,52,16,3805,2,1,1,0,0,0
B00649,87,6,2853,1,1,1,0,0,0
B00650,51,29,2200,3,1,1,0,0,0
B00651,68,21,3334,2,1,1,0,0,0
B00652,52,10,4628,3,1,1,0,0,0
B00653,63,15,1480,1,1,1,0,0,0
B00654,52,8,4350,2,1,1,0,0,0
B00655,86,28,4300,1,1,1,0,0,0
B00656,77,7,4582,1,1,1,0,0,0
B00657,82,21,3828,5,1,1,1,0,1
B00658,68,12,4251,7,1,1,0,0,1
B00659,79,15,3696,2,1,3,0,0,1
B00660,51,14,2504,1,1,1,0,0,0
B00661,91,274,2344,3,1,1,0,0,1
B00662,67,6,4478,4,1,1,0,0,0
B00663,78,9,1821,4,1,1,0,0,0
B00664,58,8,2473,3,1,1,0,0,0
B00665,78,28,3231,2,1,1,0,0,0
B00666,83,17,4797,2,1,1,0,0,0
B00667,36,23,4176,4,1,1,0,0,0
B00668,86,27,4943,4,1,1,1,0,1
B00669,91,15,1922,1,1,1,0,0,0
B00670,53,2,3796,1,1,3,0,0,1
B00671,67,387,4081,3,1,1,0,0,1
B00672,62,21,1459,1,1,1,0,0,0
B00673,97,23,3899,4,1,1,0,0,0
B00674,41,26,1669,3,1,1,0,0,0
B00675,60,29,1883,2,1,1,0,0,0
B00676,73,24,4096,1,1,1,0,0,0
B00677,95,23,4435,3,1,1,0,0,0
B00678,67,3,2686,4,1,1,0,0,0
B00679,87,29,3550,3,0,1,0,0,1
B00680,72,5,1869,1,0,1,0,0,0
B00681,78,28,3077,3,1,1,0,0,0
B00682,67,29,2982,4,1,1,0,0,0
B00683,66,21,4806,6,1,1,0,0,1
B00684,67,1,2636,3,1,1,0,0,0
B00685,54,6,2232,2,1,1,0,0,0
B00686,56,26,1528,2,1,1,0,0,0
B00687,52,14,3821,3,0,1,0,0,1
B00688,56,24,3462,1,1,3,0,0,1
B00689,61,5,3073,3,1,1,0,0,0
B00690,77,17,3193,4,1,1,0,0,0
B00691,51,260,3934,3,1,1,0,0,1
B00692,79,26,2635,3,1,1,0,0,0
B00693,76,18,4398,3,1,1,0,0,0
B00694,73,15,2956,4,1,1,0,0,0
B00695,55,13,2213,4,1,1,0,0,0
B00696,62,24,1757,4,1,1,0,0,0
B00697,41,24,4847,3,1,1,0,0,0
B00698,55,6,3845,2,1,1,0,0,0
B00699,61,13,1170,2,1,3,0,0,1
B00700,63,6,4164,3,1,1,0,0,0
B00701,68,20,2764,2,1,1,0,0,0
B00702,69,17,4722,3,1,1,0,0,0
B00703,58,22,4972,4,1,1,0,0,0
B00704,55,13,3806,9,1,1,0,0,1
B00705,60,27,2553,1,1,1,0,0,0
B00706,74,20,2092,3,1,1,0,0,0
B00707,52,15,4319,4,1,1,0,0,0
B00708,28,3,2048,2,1,1,0,0,0
B00709,50,22,2620,1,1,3,0,0,1
B00710,70,19,1783,1,1,4,0,0,1
B00711,70,16,1430,3,1,1,0,0,0
B00712,61,27,4545,3,1,1,0,0,0
B00713,94,8,2910,2,0,1,0,0,0
B00714,56,21,1375,9,0,1,0,0,1
B00715,34,23,1075,1,1,1,0,0,0
B00716,24,15,3844,3,1,1,0,0,0
B00717,49,5,4092,4,1,1,0,0,0
B00718,45,2,1830,4,1,1,0,0,0
B00719,23,19,4101,1,1,1,0,0,0
B00720,63,326,3581,4,1,1,0,0,1
B00721,79,25,3286,3,1,1,0,0,0
B00722,44,11,1915,3,1,1,0,0,0
B00723,41,9,3636,2,1,1,0,0,0
B00724,82,29,3488,1,1,1,0,0,0
B00725,79,2,2161,2,1,1,0,0,0
B00726,93,11,3470,1,0,1,0,0,1
B00727,74,17,1305,4,1,1,0,0,0
B00728,49,10,3758,2,1,5,0,0,1
B00729,90,3,4402,1,1,1,0,0,0
B00730,61,2,4888,4,1,1,0,0,0
B00731,49,8,1443,2,1,1,0,0,0
B00732,74,16,1420,2,1,5,0,0,1
B00733,55,26,3209,4,1,1,0,0,0
B00734,48,25,1521,7,1,1,0,0,1
B00735,63,27,4479,2,1,1,0,0,0
B00736,54,28,3571,1,0,1,0,0,1
B00737,33,24,2892,2,1,1,0,0,0
B00738,65,4,1035,1,1,1,0,0,0
B00739,80,20,3988,4,1,1,0,0,0
B00740,35,4,3746,9,1,1,0,0,1
B00741,96,14,3364,5,1,1,1,0,1
B00742,64,20,3156,3,1,1,0,0,0
B00743,50,3,1864,1,1,1,0,0,0
B00744,27,20,4980,3,1,1,0,0,0
B00745,21,28,2964,1,1,1,0,0,0
B00746,71,11,2878,4,1,1,0,0,0
B00747,75,14,3658,4,1,1,0,0,0
B00748,60,29,2872,2,1,1,0,0,0
B00749,60,3,3178,6,1,1,0,0,1
B00750,46,320,2795,3,1,1,0,0,1
B00751,79,13,3158,1,1,1,0,0,0
B00752,49,19,1857,4,1,1,0,0,0
B00753,79,16,3487,3,1,1,0,0,0
B00754,73,198,2802,2,1,1,0,0,1
B00755,73,17,2907,2,1,1,0,0,0
B00756,79,24,4957,3,0,1,0,0,0
B00757,91,14,4737,2,1,1,0,0,0
B00758,75,25,2912,1,1,1,0,0,0
B00759,83,17,2098,4,1,1,0,0,0
B00760,48,23,4286,1,1,1,0,0,0
B00761,58,14,3912,4,1,1,0,0,0
B00762,93,20,2773,4,1,1,1,0,1
B00763,84,22,4252,5,1,1,1,0,1
B00764,77,10,4056,1,1,1,0,0,0
B00765,65,1,3010,4,1,1,0,0,0
B00766,56,22,1643,3,0,1,0,0,0
B00767,68,8,3236,3,1,1,0,0,0
B00768,70,14,2306,4,1,1,0,0,0
B00769,82,27,1558,3,1,1,0,0,0
B00770,73,4,4110,1,1,1,0,0,0
B00771,71,18,3269,4,1,1,0,0,0
B00772,72,12,3437,2,0,1,0,0,0
B00773,64,10,2565,1,1,1,0,0,0
B00774,86,21,1904,2,0,1,0,0,0
B00775,74,314,1769,4,1,1,0,0,1
B00776,91,26,1421,1,1,5,0,0,1
B00777,77,2,4267,1,1,1,0,0,0
B00778,65,23,2449,1,1,1,0,0,0
B00779,93,28,2702,4,0,1,0,0,0
B00780,24,10,3774,1,1,1,0,0,0
B00781,74,15,1924,3,1,1,0,0,0
B00782,42,15,4589,4,1,1,0,0,0
B00783,87,15,3169,4,0,1,0,0,1
B00784,75,16,2356,3,1,1,0,0,0
B00785,46,6,3062,3,1,1,0,0,0
B00786,71,11,3048,2,1,1,0,0,0
B00787,77,17,3059,1,1,1,0,0,0
B00788,63,11,3936,3,1,1,0,0,0
B00789,93,28,4626,5,0,1,1,0,1
B00790,76,20,3279,5,1,1,1,0,1
B00791,85,16,2999,4,1,1,0,0,0
B00792,59,15,2141,2,1,1,0,0,0
B00793,54,15,2854,4,1,1,0,0,0
B00794,78,21,1034,3,1,1,0,0,0
B00795,68,11,1704,3,1,1,0,0,0
B00796,77,28,3123,3,1,1,0,0,0
B00797,79,17,3300,2,1,1,0,0,0
B00798,67,13,3639,2,1,1,0,0,0
B00799,35,13,1418,4,1,1,0,0,0
B00800,87,9,1084,1,1,1,0,0,0
B00801,70,13,4946,3,1,1,0,0,0
B00802,46,349,1918,3,1,1,0,0,1
B00803,75,6,3387,3,1,1,0,0,0
B00804,67,13,3159,1,1,1,0,0,0
B00805,96,217,1027,1,1,1,0,0,1
B00806,30,8,2677,2,1,1,0,0,0
B00807,38,369,1145,4,1,1,0,0,1
B00808,72,11,1507,2,1,1,0,0,0
B00809,78,22,4096,4,1,1,0,0,0
B00810,41,8,2871,4,1,1,0,0,0
B00811,65,6,3068,2,1,4,0,0,1
B00812,79,24,1273,4,1,1,0,0,0
B00813,27,9,4592,1,1,1,0,0,0
B00814,59,5,2092,3,1,1,0,0,0
B00815,72,13,3819,2,1,1,0,0,0
B00816,95,9,1190,2,0,1,0,0,1
B00817,52,13,2187,4,1,1,0,0,0
B00818,79,22,1198,2,1,1,0,0,0
B00819,86,29,4924,3,1,1,0,0,0
B00820,77,23,1787,4,1,1,0,0,0
B00821,66,23,1731,2,1,1,0,0,0
B00822,78,19,2215,5,1,1,1,0,1
B00823,62,17,3230,2,1,1,0,0,0
B00824,36,22,2167,3,1,1,0,0,0
B00825,59,17,3642,2,1,1,0,0,0
B00826,81,6,3595,1,1,1,0,0,0
B00827,76,11,3733,4,1,5,0,0,1
B00828,53,16,3994,2,1,1,0,0,0
B00829,67,16,3226,4,1,1,0,0,0
B00830,40,8,3716,3,1,1,0,0,0
B00831,92,27,1615,3,1,1,0,0,0
B00832,28,10,2146,3,1,1,0,0,0
B00833,68,17,2722,3,1,1,0,0,0
B00834,79,3,2710,2,1,1,0,0,0
B00835,76,20,3939,4,1,1,0,0,0
B00836,94,27,4150,2,1,1,0,0,0
B00837,42,13,1701,3,1,1,0,0,0
B00838,59,1,1752,1,0,1,0,0,0
B00839,61,7,2105,2,1,1,0,0,0
B00840,98,27,3061,4,1,1,1,0,1
B00841,62,18,4556,4,1,1,0,0,0
B00842,61,7,4203,1,1,1,0,0,0
B00843,84,16,4140,4,1,1,0,0,0
B00844,69,9,4768,2,1,1,0,0,0
B00845,41,6,2462,1,1,1,0,0,0
B00846,60,4,1512,4,1,1,0,0,0
B00847,40,9,3331,2,1,1,0,0,0
B00848,41,10,2622,2,1,1,0,0,0
B00849,32,11,3160,1,1,1,0,0,0
B00850,98,2,2821,2,1,1,0,0,0
B00851,69,6,4846,4,1,1,0,0,0
B00852,99,29,3929,3,1,1,0,0,0
B00853,31,24,4369,3,1,1,0,0,0
B00854,65,22,1839,1,1,1,0,0,0
B00855,38,25,1981,3,1,1,0,0,0
B00856,50,29,4283,2,1,1,0,0,0
B00857,75,26,3449,3,1,1,0,0,0
B00858,53,3,4511,7,1,1,0,0,1
B00859,80,29,1819,1,1,1,0,0,0
B00860,75,29,1491,3,1,1,0,0,0
B00861,43,11,1585,4,0,1,0,0,0
B00862,86,2,3155,3,1,1,0,0,0
B00863,66,2,1607,3,1,1,0,0,0
B00864,65,9,2173,4,1,1,0,0,0
B00865,65,6,3258,2,1,3,0,0,1
B00866,91,1,1026,2,0,1,0,0,0
B00867,44,23,4900,2,1,1,0,0,0
B00868,75,26,2357,1,1,1,0,0,0
B00869,60,23,3216,1,1,1,0,0,0
B00870,70,1,2926,1,1,1,0,0,0
B00871,89,2,3630,2,1,1,0,0,0
B00872,40,15,3121,3,1,1,0,0,0
B00873,68,27,3079,3,1,1,0,0,0
B00874,61,18,1638,4,1,1,0,0,0
B00875,60,25,3762,2,1,1,0,0,0
B00876,52,14,1343,4,0,1,0,0,1
B00877,68,17,3883,1,1,1,0,0,0
B00878,50,18,2364,1,1,1,0,0,0
B00879,77,20,2577,4,1,1,0,0,0
B00880,56,4,1156,3,1,1,0,0,0
B00881,70,13,4691,1,1,1,0,0,0
B00882,58,26,3905,4,1,1,0,0,0
B00883,97,3,2503,1,1,1,0,0,0
B00884,60,24,3635,1,1,1,0,0,0
B00885,62,4,4783,4,1,1,0,0,0
B00886,75,22,1407,1,1,4,0,0,1
B00887,67,28,4228,3,1,1,0,0,0
B00888,73,26,3858,2,1,1,0,0,0
B00889,39,20,2598,3,1,1,0,0,0
B00890,71,12,4357,1,1,1,0,0,0
B00891,61,21,3795,2,1,4,0,0,1
B00892,94,17,4276,3,1,1,0,0,0
B00893,53,12,1898,3,1,1,0,0,0
B00894,78,29,3721,4,1,1,0,0,0
B00895,57,27,1523,4,1,1,0,0,0
B00896,55,248,4090,2,1,1,0,0,1
B00897,42,272,1377,1,1,1,0,0,1
B00898,47,11,2172,1,1,1,0,0,0
B00899,73,10,4574,2,1,1,0,0,0
B00900,48,17,3569,2,1,1,0,0,0
B00901,71,10,1870,4,1,1,0,0,0
B00902,63,19,3897,1,1,1,0,0,0
B00903,67,11,1636,3,1,1,0,0,0
B00904,67,28,4833,3,1,1,0,0,0
B00905,67,10,3851,1,1,1,0,0,0
B00906,71,7,2329,2,1,1,0,0,0
B00907,45,29,2317,2,1,1,0,0,0
B00908,85,18,2680,3,0,1,0,0,0
B00909,65,7,4924,1,1,1,0,0,0
B00910,39,16,3399,4,1,1,0,0,0
B00911,69,26,3591,2,1,1,0,0,0
B00912,67,29,2917,3,1,1,0,0,0
B00913,81,1,1529,3,1,1,0,0,0
B00914,97,24,3669,2,1,1,0,0,0
B00915,59,2,1176,3,1,1,0,0,0
B00916,67,10,2624,4,1,1,0,0,0
B00917,75,24,3880,4,1,3,0,0,1
B00918,72,3,2362,1,1,1,0,0,0
B00919,71,12,3945,3,1,1,0,0,0
B00920,61,7,3686,1,1,1,0,0,0
B00921,47,9,1253,4,1,1,0,0,0
B00922,69,9,4891,1,1,1,0,0,0
B00923,46,3,2063,4,1,1,0,0,0
B00924,60,12,1899,3,0,1,0,0,1
B00925,72,27,3284,1,1,1,0,0,0
B00926,83,21,1615,4,1,3,0,0,1
B00927,40,12,2755,1,1,1,0,0,0
B00928,62,14,1196,2,1,1,0,0,0
B00929,73,6,4146,2,1,1,0,0,0
B00930,67,19,4172,4,1,1,0,0,0
B00931,64,22,1220,3,1,1,0,0,0
B00932,97,4,1847,4,1,1,0,0,0
B00933,62,21,4592,1,1,1,0,0,0
B00934,41,4,1104,2,1,5,0,0,1
B00935,55,5,3635,4,1,1,0,0,0
B00936,76,27,3415,3,1,1,0,0,0
B00937,76,23,2469,2,1,1,0,0,0
B00938,66,17,3262,2,1,1,0,0,0
B00939,34,19,2191,4,1,1,0,0,0
B00940,75,13,3744,3,1,1,0,0,0
B00941,92,3,3973,5,1,1,1,0,1
B00942,71,24,2334,1,1,1,0,0,0
B00943,59,28,1206,3,1,1,0,0,0
B00944,64,13,1332,9,1,1,0,0,1
B00945,72,25,4371,3,1,1,0,0,0
B00946,84,10,1054,2,1,4,0,0,1
B00947,58,1,4476,4,1,1,0,0,0
B00948,56,5,4848,1,0,1,0,0,0
B00949,85,19,2701,3,1,1,1,0,1
B00950,91,6,4337,3,1,1,0,0,0
B00951,75,23,2847,2,0,1,0,0,0
B00952,84,18,3679,1,1,1,0,0,0
B00953,60,3,2216,1,1,1,0,0,0
B00954,72,23,1997,1,0,3,0,0,1
B00955,75,19,3006,2,1,1,0,0,0
B00956,61,24,3322,3,0,1,0,0,0
B00957,99,27,3376,1,1,1,0,0,0
B00958,76,18,3884,3,1,1,0,0,0
B00959,63,4,3471,1,1,1,0,0,0
B00960,68,24,3243,3,1,1,0,0,0
B00961,89,24,2233,3,1,1,1,0,1
B00962,62,19,2749,3,1,1,0,0,0
B00963,52,15,3688,2,1,1,0,0,0
B00964,57,27,2903,2,1,1,0,0,0
B00965,97,22,3475,4,1,1,0,0,0
B00966,45,9,2978,3,1,1,0,0,0
B00967,82,14,1593,1,1,1,0,0,0
B00968,91,14,3241,3,1,1,0,0,0
B00969,65,15,4382,4,1,1,0,0,0
B00970,51,12,3665,1,1,1,0,0,0
B00971,97,15,3497,2,1,1,0,0,0
B00972,48,28,2502,3,1,1,0,0,0
B00973,37,26,4557,1,1,1,0,0,0
B00974,65,18,4761,1,1,1,0,0,0
B00975,78,12,2602,1,1,1,0,0,0
B00976,41,7,4075,2,1,1,0,0,0
B00977,69,13,4976,3,1,1,0,0,0
B00978,82,25,1258,4,1,1,0,0,0
B00979,51,13,1472,4,1,1,0,0,0
B00980,56,17,2443,4,0,1,0,0,0
B00981,39,28,1065,4,1,1,0,0,0
B00982,42,26,1226,4,1,1,0,0,0
B00983,92,21,2832,1,1,1,0,0,0
B00984,67,13,4957,4,0,1,0,0,0
B00985,66,10,3164,4,1,1,0,0,0
B00986,30,13,4308,3,1,1,0,0,0
B00987,61,25,2969,4,1,1,0,0,0
B00988,65,27,4964,3,1,1,0,0,0
B00989,99,28,4672,3,0,1,0,0,0
B00990,60,15,4861,2,1,1,0,0,0
B00991,24,10,4549,3,1,1,0,0,0
B00992,80,6,3063,2,1,1,0,0,0
B00993,68,5,4535,3,1,1,0,0,0
B00994,72,7,1922,2,1,1,0,0,0
B00995,41,26,4636,3,1,1,0,0,0
B00996,98,3,4110,4,1,1,0,0,0
B00997,65,27,2465,3,1,1,0,0,0
B00998,41,11,3650,4,1,1,0,0,0
B00999,62,7,3718,4,1,1,0,0,0
B01000,78,12,4969,2,1,1,0,0,0
B01001,81,29,2211,2,1,1,0,0,0
B01002,56,16,4566,2,1,1,0,0,0
B01003,52,12,4417,2,0,1,0,0,0
B01004,75,5,2280,4,1,1,0,0,0
B01005,95,21,4382,3,1,1,0,0,0
B01006,65,11,4245,1,1,1,0,0,0
B01007,65,19,3580,9,1,1,0,0,1
B01008,77,16,2272,1,1,1,0,0,0
B01009,82,13,4875,3,1,1,1,0,1
B01010,35,14,1677,3,1,1,0,0,0
B01011,52,19,4673,1,1,1,0,0,0
B01012,64,10,3601,3,1,3,0,0,1
B01013,60,185,4670,2,1,1,0,0,1
B01014,65,26,1564,2,1,1,0,0,0
B01015,24,24,3451,3,1,1,0,0,0
B01016,40,13,3164,4,1,1,0,0,0
B01017,70,12,2239,2,0,1,0,0,0
B01018,29,28,4618,4,1,1,0,0,0
B01019,78,16,2973,3,1,1,0,0,0
B01020,78,5,2603,3,1,1,0,0,0
B01021,46,18,1296,2,1,1,0,0,0
B01022,86,1,3096,2,1,1,0,0,0
B01023,86,20,4999,4,1,1,0,0,0
B01024,97,3,4259,3,1,1,1,0,1
B01025,78,19,2600,1,1,1,0,0,0
B01026,43,4,2699,4,1,1,0,0,0
B01027,57,21,2557,2,0,1,0,0,1
B01028,36,19,4407,4,1,1,0,0,0
B01029,59,14,1175,2,1,1,0,0,0
B01030,74,2,3994,4,1,1,0,0,0
B01031,95,29,2411,4,1,1,0,0,0
B01032,56,10,1505,2,1,1,0,0,0
B01033,56,4,1928,4,1,1,0,0,0
B01034,37,15,3509,1,1,1,0,0,0
B01035,63,25,3129,2,0,1,0,0,0
B01036,82,10,3673,2,1,4,0,0,1
B01037,55,6,4032,1,0,1,0,0,0
B01038,79,12,4876,4,1,1,0,0,0
B01039,92,1,3696,6,1,1,0,0,1
B01040,68,3,2945,2,1,1,0,0,0
B01041,86,23,3722,5,1,1,1,0,1
B01042,61,13,3399,2,1,1,0,0,0
B01043,70,320,4454,1,1,1,0,0,1
B01044,25,26,1810,4,1,1,0,0,0
B01045,70,26,2894,2,1,1,0,0,0
B01046,31,27,1277,1,1,1,0,0,0
B01047,47,15,2633,1,1,1,0,0,0
B01048,84,8,3890,3,1,1,0,0,0
B01049,78,10,2919,2,1,1,0,0,0
B01050,44,15,3002,1,1,1,0,0,0
B01051,47,28,2668,2,0,1,0,0,0
B01052,74,1,3316,4,1,4,0,0,1
B01053,35,1,4788,3,1,1,0,0,0
B01054,76,18,3693,2,1,1,0,0,0
B01055,67,17,1987,2,1,1,0,0,0
B01056,85,12,2561,3,1,1,0,0,0
B01057,46,25,2127,2,1,1,0,0,0
B01058,68,2,1078,4,1,1,0,0,0
B01059,82,10,1741,3,1,1,0,0,0
B01060,56,18,2426,3,1,1,0,0,0
B01061,70,4,1120,2,1,1,0,0,0
B01062,77,9,2547,1,1,1,0,0,0
B01063,82,11,2429,4,1,1,0,0,0
B01064,54,10,1827,3,1,1,0,0,0
B01065,58,23,1769,4,1,1,0,0,0
B01066,62,25,1505,2,0,4,0,0,1
B01067,40,10,2428,3,1,1,0,0,0
B01068,32,27,2040,3,0,1,0,0,0
B01069,71,14,1961,4,1,1,0,0,0
B01070,50,27,2092,3,1,1,0,0,0
B01071,73,28,2700,3,1,1,0,0,0
B01072,47,3,1616,3,0,1,0,0,0
B01073,59,29,1940,1,1,1,0,0,0
B01074,75,26,2656,5,1,1,1,0,1
B01075,98,25,4979,4,0,1,0,0,0
B01076,61,13,4861,6,0,1,0,0,1
B01077,84,22,4543,4,1,1,0,0,0
B01078,88,12,2521,4,1,1,1,0,1
B01079,54,8,4243,1,0,1,0,0,1
B01080,97,17,2550,4,1,1,0,0,0
B01081,77,397,2328,2,1,1,0,0,1
B01082,73,1,2102,1,1,1,0,0,0
B01083,76,29,3233,2,1,1,0,0,0
B01084,72,14,3513,3,0,1,0,0,0
B01085,76,6,2554,3,1,1,0,0,0
B01086,43,24,1841,2,1,1,0,0,0
B01087,56,16,1591,3,1,1,0,0,0
B01088,22,18,4824,1,1,1,0,0,0
B01089,45,25,2306,4,1,1,0,0,0
B01090,22,7,3003,2,1,1,0,0,0
B01091,41,13,3990,3,1,1,0,0,0
B01092,93,24,1766,2,1,1,0,0,0
B01093,53,26,3279,4,1,1,0,0,0
B01094,99,18,1337,2,1,1,0,0,0
B01095,67,10,1915,2,1,1,0,0,0
B01096,50,17,2982,3,1,1,0,0,0
B01097,51,11,4598,3,1,1,0,0,0
B01098,71,15,4201,4,1,1,0,0,0
B01099,58,24,1842,4,1,1,0,0,0
B01100,57,18,3486,2,0,1,0,0,0
B01101,90,12,2726,4,1,1,0,0,0
B01102,70,21,1294,1,1,1,0,0,0
B01103,79,18,3027,4,1,1,0,0,0
B01104,27,19,1520,1,1,1,0,0,0
B01105,47,17,1242,1,1,1,0,0,0
B01106,62,12,1395,4,1,1,0,0,0
B01107,76,28,2503,3,1,1,0,0,0
B01108,25,6,3418,4,1,5,0,0,1
B01109,20,12,3321,8,1,1,0,0,1
B01110,61,10,2930,2,0,1,0,0,0
B01111,57,28,4277,2,0,1,0,0,0
B01112,47,4,4971,3,1,1,0,0,0
B01113,46,26,3110,3,1,1,0,0,0
B01114,66,28,4261,3,0,1,0,0,0
B01115,89,16,3001,4,1,1,0,0,0
B01116,31,10,4806,3,1,1,0,0,0
B01117,47,7,1834,3,1,1,0,0,0
B01118,58,16,3105,1,1,1,0,0,0
B01119,59,25,2613,4,1,1,0,0,0
B01120,47,4,2097,3,1,1,0,0,0
B01121,74,16,2741,1,1,1,0,0,0
B01122,48,16,2489,3,1,1,0,0,0
B01123,27,27,3027,1,1,1,0,0,0
B01124,20,12,2737,2,1,1,0,0,0
B01125,54,8,4077,4,1,1,0,0,0
B01126,84,8,3336,4,1,1,1,0,1
B01127,42,15,2777,3,1,1,0,0,0
B01128,93,14,1151,2,0,1,0,0,0
B01129,22,6,1560,2,1,1,0,0,0
B01130,21,12,4935,3,1,1,0,0,0
B01131,75,1,3780,1,1,1,0,0,0
B01132,64,24,3825,2,1,1,0,0,0
B01133,34,10,3349,4,1,1,0,0,0
B01134,69,17,1920,1,1,1,0,0,0
B01135,53,8,4046,4,1,1,0,0,0
B01136,91,13,4063,3,1,1,0,0,0
B01137,79,22,2103,3,1,1,0,0,0
B01138,46,27,1395,3,1,1,0,0,0
B01139,87,2,1456,1,1,1,0,0,0
B01140,31,13,1656,2,1,1,0,0,0
B01141,74,15,1222,4,0,1,0,0,0
B01142,67,14,4807,4,0,1,0,0,1
B01143,64,11,3287,2,1,1,0,0,0
B01144,78,7,1098,3,1,1,0,0,0
B01145,86,18,4620,3,1,1,0,0,0
B01146,60,10,3029,1,1,1,0,0,0
B01147,67,10,4478,4,1,1,0,0,0
B01148,77,17,3067,4,1,1,0,0,0
B01149,25,9,4252,1,1,1,0,0,0
B01150,56,7,3126,1,1,1,0,0,0
B01151,97,6,1974,4,1,1,0,0,0
B01152,25,5,1181,1,1,1,0,0,0
B01153,59,11,2109,3,1,1,0,0,0
B01154,25,5,3042,4,1,1,0,0,0
B01155,93,8,2813,4,0,1,0,0,1
B01156,70,1,2909,4,0,1,0,0,0
B01157,66,22,1889,1,1,1,0,0,0
B01158,42,20,4066,2,1,1,0,0,0
B01159,76,3,1826,8,1,1,0,0,1
B01160,36,23,3275,3,1,1,0,0,0
B01161,68,2,1701,3,1,1,0,0,0
B01162,71,19,4284,4,1,1,0,0,0
B01163,74,8,1261,4,1,1,0,0,0
B01164,76,13,4952,4,1,1,0,0,0
B01165,43,20,3836,1,1,3,0,0,1
B01166,86,370,3272,3,1,1,0,0,1
B01167,52,10,2558,3,1,1,0,0,0
B01168,81,29,2478,3,1,1,0,0,0
B01169,74,2,4384,3,1,1,0,0,0
B01170,75,378,2446,1,1,1,0,0,1
B01171,52,9,3276,2,1,1,0,0,0
B01172,26,6,1614,3,1,5,0,0,1
B01173,65,5,4696,1,1,1,0,0,0
B01174,80,19,2150,1,1,1,0,0,0
B01175,60,20,2356,1,1,1,0,0,0
B01176,36,29,2462,2,1,1,0,0,0
B01177,61,5,2526,2,1,1,0,0,0
B01178,44,23,3648,2,1,1,0,0,0
B01179,56,16,1148,2,0,1,0,0,1
B01180,42,1,4544,3,1,1,0,0,0
B01181,73,13,3160,3,0,1,0,0,0
B01182,73,15,4223,3,1,1,0,0,0
B01183,53,12,3059,4,1,1,0,0,0
B01184,79,303,1447,3,1,1,0,0,1
B01185,71,23,3602,3,0,1,0,0,0
B01186,20,22,3437,2,1,1,0,0,0
B01187,67,16,3098,4,1,1,0,0,0
B01188,60,4,2339,7,1,1,0,0,1
B01189,66,20,4722,4,1,1,0,0,0
B01190,88,23,3175,3,1,1,0,0,0
B01191,74,6,2794,3,1,1,0,0,0
B01192,79,6,1603,2,1,1,0,0,0
B01193,37,9,1593,4,1,1,0,0,0
B01194,66,10,2957,2,1,1,0,0,0
B01195,58,20,4969,1,1,1,0,0,0
B01196,31,18,1789,4,1,1,0,0,0
B01197,63,24,4524,3,1,1,0,0,0
B01198,72,26,3711,2,0,1,0,0,0
B01199,90,11,1946,3,1,1,0,0,0
B01200,69,11,2947,1,1,1,0,0,0
B01201,71,10,3478,2,1,1,0,0,0
B01202,49,24,4201,1,1,1,0,0,0
B01203,41,1,1109,1,1,1,0,0,0
B01204,67,9,1556,4,1,1,0,0,0
B01205,70,6,4238,1,0,1,0,0,0
B01206,44,19,1783,1,0,1,0,0,0
B01207,76,22,1191,4,1,1,1,0,1
